frame.number,frame.time,tcp.srcport,tcp.dstport,nbns.flags.rcode
"1793","Dec  2, 2017 12:45:36.882829000 Eastern Standard Time","8081","58220",
"1794","Dec  2, 2017 12:45:37.086655000 Eastern Standard Time","58220","8081",
"1795","Dec  2, 2017 12:45:37.086781000 Eastern Standard Time","58220","8081",
"1796","Dec  2, 2017 12:45:37.087314000 Eastern Standard Time","8081","58220",
"1797","Dec  2, 2017 12:45:37.088417000 Eastern Standard Time","58220","8081",
"1798","Dec  2, 2017 12:45:37.088540000 Eastern Standard Time","58220","8081",
"1799","Dec  2, 2017 12:45:37.122750000 Eastern Standard Time","58220","8081",
"1800","Dec  2, 2017 12:45:37.326064000 Eastern Standard Time","58220","8081",
"1801","Dec  2, 2017 12:45:37.327416000 Eastern Standard Time","58220","8081",
"1802","Dec  2, 2017 12:45:37.328083000 Eastern Standard Time","8081","58220",
"1803","Dec  2, 2017 12:45:37.388782000 Eastern Standard Time","8081","58220",
"1804","Dec  2, 2017 12:45:37.389139000 Eastern Standard Time","8081","58220",
"1805","Dec  2, 2017 12:45:37.582712000 Eastern Standard Time","58220","8081",
"1806","Dec  2, 2017 12:45:37.583159000 Eastern Standard Time","8081","58220",
"1807","Dec  2, 2017 12:45:37.583203000 Eastern Standard Time","58220","8081",
"1808","Dec  2, 2017 12:45:37.583612000 Eastern Standard Time","58220","8081",
"1809","Dec  2, 2017 12:45:37.591567000 Eastern Standard Time","58220","8081",
"1810","Dec  2, 2017 12:45:37.628562000 Eastern Standard Time","58220","8081",
"1811","Dec  2, 2017 12:45:37.773726000 Eastern Standard Time","58220","8081",
"1812","Dec  2, 2017 12:45:37.774135000 Eastern Standard Time","58220","8081",
"1813","Dec  2, 2017 12:45:37.774518000 Eastern Standard Time","8081","58220",
"1814","Dec  2, 2017 12:45:37.805662000 Eastern Standard Time","8081","58220",
"1815","Dec  2, 2017 12:45:37.806276000 Eastern Standard Time","8081","58220",
"1816","Dec  2, 2017 12:45:37.806645000 Eastern Standard Time","8081","58220",
"1817","Dec  2, 2017 12:45:37.806884000 Eastern Standard Time","8081","58220",
"1818","Dec  2, 2017 12:45:37.990301000 Eastern Standard Time","58220","8081",
"1819","Dec  2, 2017 12:45:37.991568000 Eastern Standard Time","58220","8081",
"1820","Dec  2, 2017 12:45:37.991617000 Eastern Standard Time","58220","8081",
"1821","Dec  2, 2017 12:45:37.991894000 Eastern Standard Time","58220","8081",
"1822","Dec  2, 2017 12:45:37.992596000 Eastern Standard Time","58220","8081",
"1823","Dec  2, 2017 12:45:37.998206000 Eastern Standard Time","58220","8081",
"1824","Dec  2, 2017 12:45:38.020941000 Eastern Standard Time","8081","58220",
"1825","Dec  2, 2017 12:45:38.021351000 Eastern Standard Time","8081","58220",
"1826","Dec  2, 2017 12:45:38.206291000 Eastern Standard Time","58220","8081",
"1827","Dec  2, 2017 12:45:38.206408000 Eastern Standard Time","58220","8081",
"1828","Dec  2, 2017 12:45:38.206649000 Eastern Standard Time","8081","58220",
"1829","Dec  2, 2017 12:45:38.207064000 Eastern Standard Time","58220","8081",
"1830","Dec  2, 2017 12:45:38.207356000 Eastern Standard Time","58220","8081",
"1831","Dec  2, 2017 12:45:38.246651000 Eastern Standard Time","58220","8081",
"1832","Dec  2, 2017 12:45:38.396811000 Eastern Standard Time","58220","8081",
"1833","Dec  2, 2017 12:45:38.399187000 Eastern Standard Time","58220","8081",
"1834","Dec  2, 2017 12:45:38.419887000 Eastern Standard Time","8081","58220",
"1835","Dec  2, 2017 12:45:38.420211000 Eastern Standard Time","8081","58220",
"1836","Dec  2, 2017 12:45:38.420380000 Eastern Standard Time","8081","58220",
"1837","Dec  2, 2017 12:45:38.607515000 Eastern Standard Time","58220","8081",
"1838","Dec  2, 2017 12:45:38.607650000 Eastern Standard Time","58220","8081",
"1839","Dec  2, 2017 12:45:38.608764000 Eastern Standard Time","58220","8081",
"1840","Dec  2, 2017 12:45:38.608808000 Eastern Standard Time","58220","8081",
"1841","Dec  2, 2017 12:45:38.609439000 Eastern Standard Time","58220","8081",
"1842","Dec  2, 2017 12:45:38.615542000 Eastern Standard Time","58220","8081",
"1843","Dec  2, 2017 12:45:38.654986000 Eastern Standard Time","8081","58220",
"1844","Dec  2, 2017 12:45:38.732208000 Eastern Standard Time","8081","58220",
"1845","Dec  2, 2017 12:45:38.732987000 Eastern Standard Time","8081","58220",
"1846","Dec  2, 2017 12:45:38.733268000 Eastern Standard Time","8081","58220",
"1847","Dec  2, 2017 12:45:38.930149000 Eastern Standard Time","58220","8081",
"1848","Dec  2, 2017 12:45:38.930304000 Eastern Standard Time","58220","8081",
"1849","Dec  2, 2017 12:45:38.936078000 Eastern Standard Time","58220","8081",
"1850","Dec  2, 2017 12:45:38.936157000 Eastern Standard Time","58220","8081",
"1851","Dec  2, 2017 12:45:38.936205000 Eastern Standard Time","58220","8081",
"1852","Dec  2, 2017 12:45:38.936402000 Eastern Standard Time","58220","8081",
"1853","Dec  2, 2017 12:45:38.936875000 Eastern Standard Time","8081","58220",
"1854","Dec  2, 2017 12:45:38.976646000 Eastern Standard Time","8081","58220",
"1855","Dec  2, 2017 12:45:38.979631000 Eastern Standard Time","8081","58220",
"1856","Dec  2, 2017 12:45:38.979836000 Eastern Standard Time","8081","58220",
"1857","Dec  2, 2017 12:45:38.980137000 Eastern Standard Time","8081","58220",
"1858","Dec  2, 2017 12:45:39.165176000 Eastern Standard Time","58220","8081",
"1859","Dec  2, 2017 12:45:39.165415000 Eastern Standard Time","58220","8081",
"1860","Dec  2, 2017 12:45:39.165509000 Eastern Standard Time","58220","8081",
"1861","Dec  2, 2017 12:45:39.165620000 Eastern Standard Time","58220","8081",
"1862","Dec  2, 2017 12:45:39.165705000 Eastern Standard Time","58220","8081",
"1863","Dec  2, 2017 12:45:39.170528000 Eastern Standard Time","58220","8081",
"1864","Dec  2, 2017 12:45:39.171149000 Eastern Standard Time","8081","58220",
"1865","Dec  2, 2017 12:45:39.216234000 Eastern Standard Time","8081","58220",
"1866","Dec  2, 2017 12:45:39.216441000 Eastern Standard Time","8081","58220",
"1867","Dec  2, 2017 12:45:39.216721000 Eastern Standard Time","8081","58220",
"1868","Dec  2, 2017 12:45:39.217017000 Eastern Standard Time","8081","58220",
"1869","Dec  2, 2017 12:45:39.403337000 Eastern Standard Time","58220","8081",
"1870","Dec  2, 2017 12:45:39.405308000 Eastern Standard Time","58220","8081",
"1871","Dec  2, 2017 12:45:39.405795000 Eastern Standard Time","58220","8081",
"1872","Dec  2, 2017 12:45:39.406165000 Eastern Standard Time","58220","8081",
"1873","Dec  2, 2017 12:45:39.407369000 Eastern Standard Time","58220","8081",
"1874","Dec  2, 2017 12:45:39.409917000 Eastern Standard Time","58220","8081",
"1875","Dec  2, 2017 12:45:39.410368000 Eastern Standard Time","8081","58220",
"1876","Dec  2, 2017 12:45:39.448572000 Eastern Standard Time","8081","58220",
"1877","Dec  2, 2017 12:45:39.448988000 Eastern Standard Time","8081","58220",
"1878","Dec  2, 2017 12:45:39.653243000 Eastern Standard Time","58220","8081",
"1879","Dec  2, 2017 12:45:39.653438000 Eastern Standard Time","58220","8081",
"1880","Dec  2, 2017 12:45:39.654538000 Eastern Standard Time","58220","8081",
"1881","Dec  2, 2017 12:45:39.655930000 Eastern Standard Time","58220","8081",
"1882","Dec  2, 2017 12:45:39.669429000 Eastern Standard Time","8081","58220",
"1883","Dec  2, 2017 12:45:39.708983000 Eastern Standard Time","8081","58220",
"1884","Dec  2, 2017 12:45:39.709513000 Eastern Standard Time","8081","58220",
"1885","Dec  2, 2017 12:45:39.904494000 Eastern Standard Time","58220","8081",
"1886","Dec  2, 2017 12:45:39.906990000 Eastern Standard Time","58220","8081",
"1887","Dec  2, 2017 12:45:39.907241000 Eastern Standard Time","58220","8081",
"1888","Dec  2, 2017 12:45:39.907839000 Eastern Standard Time","58220","8081",
"1889","Dec  2, 2017 12:45:39.908098000 Eastern Standard Time","58220","8081",
"1890","Dec  2, 2017 12:45:39.915879000 Eastern Standard Time","58220","8081",
"1891","Dec  2, 2017 12:45:39.916365000 Eastern Standard Time","8081","58220",
"1892","Dec  2, 2017 12:45:39.958036000 Eastern Standard Time","8081","58220",
"1893","Dec  2, 2017 12:45:39.958418000 Eastern Standard Time","8081","58220",
"1894","Dec  2, 2017 12:45:39.958657000 Eastern Standard Time","8081","58220",
"1895","Dec  2, 2017 12:45:40.145901000 Eastern Standard Time","58220","8081",
"1896","Dec  2, 2017 12:45:40.145948000 Eastern Standard Time","58220","8081",
"1897","Dec  2, 2017 12:45:40.146554000 Eastern Standard Time","58220","8081",
"1898","Dec  2, 2017 12:45:40.147337000 Eastern Standard Time","58220","8081",
"1899","Dec  2, 2017 12:45:40.151441000 Eastern Standard Time","58220","8081",
"1900","Dec  2, 2017 12:45:40.152383000 Eastern Standard Time","8081","58220",
"1901","Dec  2, 2017 12:45:40.254080000 Eastern Standard Time","8081","58220",
"1902","Dec  2, 2017 12:45:40.259351000 Eastern Standard Time","8081","58220",
"1903","Dec  2, 2017 12:45:40.260004000 Eastern Standard Time","8081","58220",
"1904","Dec  2, 2017 12:45:40.445020000 Eastern Standard Time","58220","8081",
"1905","Dec  2, 2017 12:45:40.445140000 Eastern Standard Time","58220","8081",
"1906","Dec  2, 2017 12:45:40.447106000 Eastern Standard Time","58220","8081",
"1907","Dec  2, 2017 12:45:40.459325000 Eastern Standard Time","58220","8081",
"1908","Dec  2, 2017 12:45:40.459372000 Eastern Standard Time","58220","8081",
"1909","Dec  2, 2017 12:45:40.467065000 Eastern Standard Time","58220","8081",
"1910","Dec  2, 2017 12:45:40.467457000 Eastern Standard Time","8081","58220",
"1911","Dec  2, 2017 12:45:40.518961000 Eastern Standard Time","8081","58220",
"1912","Dec  2, 2017 12:45:40.519045000 Eastern Standard Time","8081","58220",
"1913","Dec  2, 2017 12:45:40.706186000 Eastern Standard Time","58220","8081",
"1914","Dec  2, 2017 12:45:40.706302000 Eastern Standard Time","58220","8081",
"1915","Dec  2, 2017 12:45:40.706418000 Eastern Standard Time","58220","8081",
"1916","Dec  2, 2017 12:45:40.706465000 Eastern Standard Time","58220","8081",
"1917","Dec  2, 2017 12:45:40.708464000 Eastern Standard Time","58220","8081",
"1918","Dec  2, 2017 12:45:40.708933000 Eastern Standard Time","8081","58220",
"1919","Dec  2, 2017 12:45:40.778966000 Eastern Standard Time","8081","58220",
"1920","Dec  2, 2017 12:45:40.779497000 Eastern Standard Time","8081","58220",
"1921","Dec  2, 2017 12:45:40.779914000 Eastern Standard Time","8081","58220",
"1922","Dec  2, 2017 12:45:40.780117000 Eastern Standard Time","8081","58220",
"1923","Dec  2, 2017 12:45:40.978605000 Eastern Standard Time","58220","8081",
"1924","Dec  2, 2017 12:45:40.978729000 Eastern Standard Time","58220","8081",
"1925","Dec  2, 2017 12:45:40.978767000 Eastern Standard Time","58220","8081",
"1926","Dec  2, 2017 12:45:40.978978000 Eastern Standard Time","58220","8081",
"1927","Dec  2, 2017 12:45:40.983771000 Eastern Standard Time","58220","8081",
"1928","Dec  2, 2017 12:45:40.983882000 Eastern Standard Time","58220","8081",
"1929","Dec  2, 2017 12:45:40.984562000 Eastern Standard Time","8081","58220",
"1930","Dec  2, 2017 12:45:41.027031000 Eastern Standard Time","8081","58220",
"1931","Dec  2, 2017 12:45:41.027447000 Eastern Standard Time","8081","58220",
"1932","Dec  2, 2017 12:45:41.223210000 Eastern Standard Time","58220","8081",
"1933","Dec  2, 2017 12:45:41.223668000 Eastern Standard Time","58220","8081",
"1934","Dec  2, 2017 12:45:41.224105000 Eastern Standard Time","58220","8081",
"1935","Dec  2, 2017 12:45:41.224283000 Eastern Standard Time","58220","8081",
"1936","Dec  2, 2017 12:45:41.225622000 Eastern Standard Time","58220","8081",
"1937","Dec  2, 2017 12:45:41.228865000 Eastern Standard Time","58220","8081",
"1938","Dec  2, 2017 12:45:41.229404000 Eastern Standard Time","8081","58220",
"1939","Dec  2, 2017 12:45:41.251090000 Eastern Standard Time","8081","58220",
"1940","Dec  2, 2017 12:45:41.251169000 Eastern Standard Time","8081","58220",
"1941","Dec  2, 2017 12:45:41.251464000 Eastern Standard Time","8081","58220",
"1942","Dec  2, 2017 12:45:41.437123000 Eastern Standard Time","58220","8081",
"1943","Dec  2, 2017 12:45:41.437367000 Eastern Standard Time","58220","8081",
"1944","Dec  2, 2017 12:45:41.437444000 Eastern Standard Time","58220","8081",
"1945","Dec  2, 2017 12:45:41.437484000 Eastern Standard Time","58220","8081",
"1946","Dec  2, 2017 12:45:41.437524000 Eastern Standard Time","58220","8081",
"1947","Dec  2, 2017 12:45:41.439014000 Eastern Standard Time","58220","8081",
"1948","Dec  2, 2017 12:45:41.481184000 Eastern Standard Time","8081","58220",
"1949","Dec  2, 2017 12:45:41.549983000 Eastern Standard Time","8081","58220",
"1950","Dec  2, 2017 12:45:41.550142000 Eastern Standard Time","8081","58220",
"1951","Dec  2, 2017 12:45:41.550431000 Eastern Standard Time","8081","58220",
"1952","Dec  2, 2017 12:45:41.550591000 Eastern Standard Time","8081","58220",
"1953","Dec  2, 2017 12:45:41.770886000 Eastern Standard Time","58220","8081",
"1954","Dec  2, 2017 12:45:41.776164000 Eastern Standard Time","58220","8081",
"1955","Dec  2, 2017 12:45:41.776214000 Eastern Standard Time","58220","8081",
"1956","Dec  2, 2017 12:45:41.776297000 Eastern Standard Time","58220","8081",
"1957","Dec  2, 2017 12:45:41.779036000 Eastern Standard Time","58220","8081",
"1958","Dec  2, 2017 12:45:41.780996000 Eastern Standard Time","58220","8081",
"1959","Dec  2, 2017 12:45:41.781578000 Eastern Standard Time","8081","58220",
"1960","Dec  2, 2017 12:45:41.806163000 Eastern Standard Time","8081","58220",
"1961","Dec  2, 2017 12:45:41.806251000 Eastern Standard Time","8081","58220",
"1962","Dec  2, 2017 12:45:42.001580000 Eastern Standard Time","58220","8081",
"1963","Dec  2, 2017 12:45:42.002994000 Eastern Standard Time","58220","8081",
"1964","Dec  2, 2017 12:45:42.003048000 Eastern Standard Time","58220","8081",
"1965","Dec  2, 2017 12:45:42.007305000 Eastern Standard Time","58220","8081",
"1966","Dec  2, 2017 12:45:42.030417000 Eastern Standard Time","8081","58220",
"1967","Dec  2, 2017 12:45:42.037875000 Eastern Standard Time","8081","58220",
"1968","Dec  2, 2017 12:45:42.038042000 Eastern Standard Time","8081","58220",
"1969","Dec  2, 2017 12:45:42.234580000 Eastern Standard Time","58220","8081",
"1970","Dec  2, 2017 12:45:42.236995000 Eastern Standard Time","58220","8081",
"1971","Dec  2, 2017 12:45:42.237690000 Eastern Standard Time","58220","8081",
"1972","Dec  2, 2017 12:45:42.237904000 Eastern Standard Time","58220","8081",
"1973","Dec  2, 2017 12:45:42.238017000 Eastern Standard Time","58220","8081",
"1974","Dec  2, 2017 12:45:42.238551000 Eastern Standard Time","58220","8081",
"1975","Dec  2, 2017 12:45:42.283797000 Eastern Standard Time","8081","58220",
"1976","Dec  2, 2017 12:45:42.404720000 Eastern Standard Time","8081","58220",
"1977","Dec  2, 2017 12:45:42.404764000 Eastern Standard Time","8081","58220",
"1978","Dec  2, 2017 12:45:42.405041000 Eastern Standard Time","8081","58220",
"1979","Dec  2, 2017 12:45:42.405498000 Eastern Standard Time","8081","58220",
"1980","Dec  2, 2017 12:45:42.595395000 Eastern Standard Time","58220","8081",
"1981","Dec  2, 2017 12:45:42.595476000 Eastern Standard Time","58220","8081",
"1982","Dec  2, 2017 12:45:42.595553000 Eastern Standard Time","58220","8081",
"1983","Dec  2, 2017 12:45:42.595610000 Eastern Standard Time","58220","8081",
"1984","Dec  2, 2017 12:45:42.595923000 Eastern Standard Time","58220","8081",
"1985","Dec  2, 2017 12:45:42.596176000 Eastern Standard Time","8081","58220",
"1986","Dec  2, 2017 12:45:42.633267000 Eastern Standard Time","8081","58220",
"1987","Dec  2, 2017 12:45:42.636563000 Eastern Standard Time","8081","58220",
"1988","Dec  2, 2017 12:45:42.637139000 Eastern Standard Time","8081","58220",
"1989","Dec  2, 2017 12:45:42.824466000 Eastern Standard Time","58220","8081",
"1990","Dec  2, 2017 12:45:42.825170000 Eastern Standard Time","58220","8081",
"1991","Dec  2, 2017 12:45:42.825246000 Eastern Standard Time","58220","8081",
"1992","Dec  2, 2017 12:45:42.825487000 Eastern Standard Time","58220","8081",
"1993","Dec  2, 2017 12:45:42.825745000 Eastern Standard Time","58220","8081",
"1994","Dec  2, 2017 12:45:42.831957000 Eastern Standard Time","58220","8081",
"1995","Dec  2, 2017 12:45:42.873846000 Eastern Standard Time","8081","58220",
"1996","Dec  2, 2017 12:45:42.893901000 Eastern Standard Time","8081","58220",
"1997","Dec  2, 2017 12:45:42.894451000 Eastern Standard Time","8081","58220",
"1998","Dec  2, 2017 12:45:43.082879000 Eastern Standard Time","58220","8081",
"1999","Dec  2, 2017 12:45:43.085950000 Eastern Standard Time","58220","8081",
"2000","Dec  2, 2017 12:45:43.086195000 Eastern Standard Time","58220","8081",
"2001","Dec  2, 2017 12:45:43.086451000 Eastern Standard Time","58220","8081",
"2002","Dec  2, 2017 12:45:43.087659000 Eastern Standard Time","58220","8081",
"2003","Dec  2, 2017 12:45:43.092284000 Eastern Standard Time","58220","8081",
"2004","Dec  2, 2017 12:45:43.092857000 Eastern Standard Time","8081","58220",
"2005","Dec  2, 2017 12:45:43.114522000 Eastern Standard Time","8081","58220",
"2006","Dec  2, 2017 12:45:43.114856000 Eastern Standard Time","8081","58220",
"2007","Dec  2, 2017 12:45:43.115175000 Eastern Standard Time","8081","58220",
"2008","Dec  2, 2017 12:45:43.302425000 Eastern Standard Time","58220","8081",
"2009","Dec  2, 2017 12:45:43.303731000 Eastern Standard Time","58220","8081",
"2010","Dec  2, 2017 12:45:43.304183000 Eastern Standard Time","58220","8081",
"2011","Dec  2, 2017 12:45:43.305085000 Eastern Standard Time","58220","8081",
"2012","Dec  2, 2017 12:45:43.305209000 Eastern Standard Time","58220","8081",
"2013","Dec  2, 2017 12:45:43.307929000 Eastern Standard Time","58220","8081",
"2014","Dec  2, 2017 12:45:43.347428000 Eastern Standard Time","8081","58220",
"2015","Dec  2, 2017 12:45:43.348501000 Eastern Standard Time","8081","58220",
"2016","Dec  2, 2017 12:45:43.348750000 Eastern Standard Time","8081","58220",
"2017","Dec  2, 2017 12:45:43.349225000 Eastern Standard Time","8081","58220",
"2018","Dec  2, 2017 12:45:43.543402000 Eastern Standard Time","58220","8081",
"2019","Dec  2, 2017 12:45:43.543484000 Eastern Standard Time","58220","8081",
"2020","Dec  2, 2017 12:45:43.545482000 Eastern Standard Time","58220","8081",
"2021","Dec  2, 2017 12:45:43.545565000 Eastern Standard Time","58220","8081",
"2022","Dec  2, 2017 12:45:43.548549000 Eastern Standard Time","58220","8081",
